sample	gender	CHROM	GENE	true_status	AD_hap1	AD_hap2	tot
sample16	female	X	gene_test_96	test_subject	10	41	51
sample17	female	X	gene_test_96	test_subject	17	34	51
sample18	female	X	gene_test_96	test_subject	10	41	51
sample19	female	X	gene_test_96	test_subject	11	40	51
sample20	female	X	gene_test_96	test_subject	11	40	51
sample21	female	X	gene_test_96	test_subject	3	48	51
sample22	female	X	gene_test_96	test_subject	7	44	51
sample23	female	X	gene_test_96	test_subject	5	46	51
sample24	female	X	gene_test_96	test_subject	5	46	51
sample25	female	X	gene_test_96	test_subject	7	44	51
sample26	female	X	gene_test_96	test_subject	3	48	51
sample27	female	X	gene_test_96	test_subject	3	48	51
sample28	female	X	gene_test_96	test_subject	2	49	51
sample29	female	X	gene_test_96	test_subject	8	43	51
sample30	female	X	gene_test_96	test_subject	3	48	51
sample31	female	X	gene_test_96	test_subject	11	40	51
sample32	female	X	gene_test_96	test_subject	12	39	51
sample33	female	X	gene_test_96	test_subject	9	42	51
sample34	female	X	gene_test_96	test_subject	9	42	51
sample35	female	X	gene_test_96	test_subject	12	39	51
sample36	female	X	gene_test_96	test_subject	13	38	51
sample37	female	X	gene_test_96	test_subject	14	37	51
sample38	female	X	gene_test_96	test_subject	10	41	51
sample39	female	X	gene_test_96	test_subject	17	34	51
sample40	female	X	gene_test_96	test_subject	17	34	51
sample1	female	X	gene_test_97	test_escape	17	27	44
sample2	female	X	gene_test_97	test_escape	18	26	44
sample3	female	X	gene_test_97	test_escape	14	30	44
sample4	female	X	gene_test_97	test_escape	17	27	44
sample5	female	X	gene_test_97	test_escape	26	18	44
sample6	female	X	gene_test_97	test_escape	18	26	44
sample7	female	X	gene_test_97	test_escape	22	22	44
sample8	female	X	gene_test_97	test_escape	26	18	44
sample9	female	X	gene_test_97	test_escape	22	22	44
sample10	female	X	gene_test_97	test_escape	19	25	44
sample11	female	X	gene_test_97	test_escape	21	23	44
sample12	female	X	gene_test_97	test_escape	28	16	44
sample13	female	X	gene_test_97	test_escape	17	27	44
sample14	female	X	gene_test_97	test_escape	21	23	44
sample15	female	X	gene_test_97	test_escape	21	23	44
sample16	female	X	gene_test_97	test_escape	14	30	44
sample17	female	X	gene_test_97	test_escape	26	18	44
sample18	female	X	gene_test_97	test_escape	25	19	44
sample19	female	X	gene_test_97	test_escape	19	25	44
sample20	female	X	gene_test_97	test_escape	12	32	44
sample21	female	X	gene_test_97	test_escape	17	27	44
sample22	female	X	gene_test_97	test_escape	15	29	44
sample23	female	X	gene_test_97	test_escape	25	19	44
sample24	female	X	gene_test_97	test_escape	27	17	44
sample25	female	X	gene_test_97	test_escape	24	20	44
sample26	female	X	gene_test_97	test_escape	16	28	44
sample27	female	X	gene_test_97	test_escape	16	28	44
sample28	female	X	gene_test_97	test_escape	22	22	44
sample29	female	X	gene_test_97	test_escape	24	20	44
sample30	female	X	gene_test_97	test_escape	14	30	44
sample31	female	X	gene_test_97	test_escape	20	24	44
sample32	female	X	gene_test_97	test_escape	23	21	44
sample33	female	X	gene_test_97	test_escape	12	32	44
sample34	female	X	gene_test_97	test_escape	19	25	44
sample35	female	X	gene_test_97	test_escape	15	29	44
sample36	female	X	gene_test_97	test_escape	17	27	44
sample37	female	X	gene_test_97	test_escape	27	17	44
sample38	female	X	gene_test_97	test_escape	14	30	44
sample39	female	X	gene_test_97	test_escape	21	23	44
sample40	female	X	gene_test_97	test_escape	21	23	44
sample1	female	X	gene_test_99	test_subject	16	344	360
sample2	female	X	gene_test_99	test_subject	35	325	360
sample3	female	X	gene_test_99	test_subject	37	323	360
sample4	female	X	gene_test_99	test_subject	50	310	360
sample5	female	X	gene_test_99	test_subject	26	334	360
sample6	female	X	gene_test_99	test_subject	39	321	360
sample7	female	X	gene_test_99	test_subject	36	324	360
sample8	female	X	gene_test_99	test_subject	41	319	360
sample9	female	X	gene_test_99	test_subject	59	301	360
sample10	female	X	gene_test_99	test_subject	32	328	360
sample11	female	X	gene_test_99	test_subject	113	247	360
sample12	female	X	gene_test_99	test_subject	83	277	360
sample13	female	X	gene_test_99	test_subject	63	297	360
sample14	female	X	gene_test_99	test_subject	72	288	360
sample15	female	X	gene_test_99	test_subject	68	292	360
sample16	female	X	gene_test_99	test_subject	115	245	360
sample17	female	X	gene_test_99	test_subject	87	273	360
sample18	female	X	gene_test_99	test_subject	103	257	360
sample19	female	X	gene_test_99	test_subject	108	252	360
sample20	female	X	gene_test_99	test_subject	76	284	360
sample21	female	X	gene_test_99	test_subject	43	317	360
sample22	female	X	gene_test_99	test_subject	33	327	360
sample23	female	X	gene_test_99	test_subject	34	326	360
sample24	female	X	gene_test_99	test_subject	40	320	360
sample25	female	X	gene_test_99	test_subject	38	322	360
sample26	female	X	gene_test_99	test_subject	47	313	360
sample27	female	X	gene_test_99	test_subject	27	333	360
sample28	female	X	gene_test_99	test_subject	44	316	360
sample29	female	X	gene_test_99	test_subject	36	324	360
sample30	female	X	gene_test_99	test_subject	41	319	360
sample31	female	X	gene_test_99	test_subject	73	287	360
sample32	female	X	gene_test_99	test_subject	93	267	360
sample33	female	X	gene_test_99	test_subject	103	257	360
sample34	female	X	gene_test_99	test_subject	74	286	360
sample35	female	X	gene_test_99	test_subject	97	263	360
sample36	female	X	gene_test_99	test_subject	78	282	360
sample37	female	X	gene_test_99	test_subject	85	275	360
sample38	female	X	gene_test_99	test_subject	98	262	360
sample39	female	X	gene_test_99	test_subject	91	269	360
sample40	female	X	gene_test_99	test_subject	104	256	360
sample1	female	X	gene_train_1	train_subject	1	24	25
sample2	female	X	gene_train_1	train_subject	2	23	25
sample3	female	X	gene_train_1	train_subject	3	22	25
sample4	female	X	gene_train_1	train_subject	2	23	25
sample5	female	X	gene_train_1	train_subject	4	21	25
sample6	female	X	gene_train_1	train_subject	2	23	25
sample7	female	X	gene_train_1	train_subject	3	22	25
sample8	female	X	gene_train_1	train_subject	2	23	25
sample9	female	X	gene_train_1	train_subject	1	24	25
sample10	female	X	gene_train_1	train_subject	2	23	25
sample11	female	X	gene_train_1	train_subject	8	17	25
sample12	female	X	gene_train_1	train_subject	10	15	25
sample13	female	X	gene_train_1	train_subject	5	20	25
sample14	female	X	gene_train_1	train_subject	4	21	25
sample15	female	X	gene_train_1	train_subject	5	20	25
sample16	female	X	gene_train_1	train_subject	7	18	25
sample17	female	X	gene_train_1	train_seqerr	0	25	25
sample18	female	X	gene_train_1	train_subject	7	18	25
sample19	female	X	gene_train_1	train_subject	7	18	25
sample20	female	X	gene_train_1	train_subject	6	19	25
sample21	female	X	gene_train_1	train_subject	1	24	25
sample22	female	X	gene_train_1	train_subject	2	23	25
sample23	female	X	gene_train_1	train_seqerr	0	25	25
sample24	female	X	gene_train_1	train_subject	2	23	25
sample25	female	X	gene_train_1	train_subject	2	23	25
sample26	female	X	gene_train_1	train_subject	4	21	25
sample27	female	X	gene_train_1	train_subject	3	22	25
sample28	female	X	gene_train_1	train_subject	4	21	25
sample29	female	X	gene_train_1	train_subject	2	23	25
sample30	female	X	gene_train_1	train_subject	2	23	25
sample31	female	X	gene_train_1	train_subject	4	21	25
sample32	female	X	gene_train_1	train_subject	4	21	25
sample33	female	X	gene_train_1	train_subject	3	22	25
sample34	female	X	gene_train_1	train_subject	15	10	25
sample35	female	X	gene_train_1	train_subject	9	16	25
sample36	female	X	gene_train_1	train_seqerr	0	25	25
sample37	female	X	gene_train_1	train_subject	10	15	25
sample38	female	X	gene_train_1	train_subject	8	17	25
sample39	female	X	gene_train_1	train_subject	3	22	25
sample40	female	X	gene_train_1	train_subject	5	20	25
sample1	female	X	gene_train_10	train_subject	19	165	184
sample2	female	X	gene_train_10	train_subject	16	168	184
sample3	female	X	gene_train_10	train_subject	16	168	184
sample4	female	X	gene_train_10	train_subject	19	165	184
sample5	female	X	gene_train_10	train_subject	15	169	184
sample6	female	X	gene_train_10	train_subject	25	159	184
sample7	female	X	gene_train_10	train_subject	25	159	184
sample8	female	X	gene_train_10	train_subject	23	161	184
sample9	female	X	gene_train_10	train_subject	22	162	184
sample10	female	X	gene_train_10	train_subject	24	160	184
sample11	female	X	gene_train_10	train_subject	47	137	184
sample12	female	X	gene_train_10	train_subject	45	139	184
sample13	female	X	gene_train_10	train_subject	58	126	184
sample14	female	X	gene_train_10	train_subject	51	133	184
sample15	female	X	gene_train_10	train_subject	45	139	184
sample16	female	X	gene_train_10	train_subject	36	148	184
sample17	female	X	gene_train_10	train_seqerr	1	183	184
sample18	female	X	gene_train_10	train_subject	46	138	184
sample19	female	X	gene_train_10	train_subject	56	128	184
sample20	female	X	gene_train_10	train_subject	42	142	184
sample21	female	X	gene_train_10	train_subject	19	165	184
sample22	female	X	gene_train_10	train_subject	18	166	184
sample23	female	X	gene_train_10	train_subject	13	171	184
sample24	female	X	gene_train_10	train_subject	32	152	184
sample25	female	X	gene_train_10	train_subject	17	167	184
sample26	female	X	gene_train_10	train_subject	20	164	184
sample27	female	X	gene_train_10	train_subject	21	163	184
sample28	female	X	gene_train_10	train_subject	25	159	184
sample29	female	X	gene_train_10	train_subject	33	151	184
sample30	female	X	gene_train_10	train_seqerr	3	181	184
sample31	female	X	gene_train_10	train_subject	39	145	184
sample32	female	X	gene_train_10	train_subject	45	139	184
sample33	female	X	gene_train_10	train_subject	46	138	184
sample34	female	X	gene_train_10	train_subject	38	146	184
sample35	female	X	gene_train_10	train_subject	50	134	184
sample36	female	X	gene_train_10	train_seqerr	1	183	184
sample37	female	X	gene_train_10	train_subject	46	138	184
sample38	female	X	gene_train_10	train_subject	35	149	184
sample39	female	X	gene_train_10	train_subject	50	134	184
sample40	female	X	gene_train_10	train_subject	43	141	184
sample1	female	X	gene_train_12	train_subject	34	241	275
sample2	female	X	gene_train_12	train_subject	28	247	275
sample3	female	X	gene_train_12	train_subject	19	256	275
sample4	female	X	gene_train_12	train_subject	24	251	275
sample5	female	X	gene_train_12	train_seqerr	3	272	275
sample6	female	X	gene_train_12	train_subject	32	243	275
sample7	female	X	gene_train_12	train_subject	20	255	275
sample8	female	X	gene_train_12	train_subject	36	239	275
sample9	female	X	gene_train_12	train_subject	32	243	275
sample10	female	X	gene_train_12	train_subject	31	244	275
sample11	female	X	gene_train_12	train_subject	89	186	275
sample12	female	X	gene_train_12	train_subject	60	215	275
sample13	female	X	gene_train_12	train_subject	69	206	275
sample14	female	X	gene_train_12	train_subject	78	197	275
sample15	female	X	gene_train_12	train_subject	66	209	275
sample16	female	X	gene_train_12	train_subject	75	200	275
sample17	female	X	gene_train_12	train_subject	65	210	275
sample18	female	X	gene_train_12	train_subject	74	201	275
sample19	female	X	gene_train_12	train_subject	78	197	275
sample20	female	X	gene_train_12	train_subject	63	212	275
sample21	female	X	gene_train_12	train_subject	29	246	275
sample22	female	X	gene_train_12	train_subject	28	247	275
sample23	female	X	gene_train_12	train_subject	40	235	275
sample24	female	X	gene_train_12	train_seqerr	3	272	275
sample25	female	X	gene_train_12	train_subject	29	246	275
sample26	female	X	gene_train_12	train_subject	20	255	275
sample27	female	X	gene_train_12	train_subject	25	250	275
sample28	female	X	gene_train_12	train_seqerr	3	272	275
sample29	female	X	gene_train_12	train_subject	40	235	275
sample30	female	X	gene_train_12	train_subject	30	245	275
sample31	female	X	gene_train_12	train_subject	80	195	275
sample32	female	X	gene_train_12	train_subject	59	216	275
sample33	female	X	gene_train_12	train_subject	59	216	275
sample34	female	X	gene_train_12	train_subject	69	206	275
sample35	female	X	gene_train_12	train_subject	71	204	275
sample36	female	X	gene_train_12	train_subject	65	210	275
sample37	female	X	gene_train_12	train_subject	74	201	275
sample38	female	X	gene_train_12	train_subject	73	202	275
sample39	female	X	gene_train_12	train_subject	85	190	275
sample40	female	X	gene_train_12	train_seqerr	7	268	275
sample1	female	X	gene_train_13	train_subject	29	168	197
sample2	female	X	gene_train_13	train_subject	22	175	197
sample3	female	X	gene_train_13	train_subject	29	168	197
sample4	female	X	gene_train_13	train_subject	21	176	197
sample5	female	X	gene_train_13	train_subject	25	172	197
sample6	female	X	gene_train_13	train_subject	31	166	197
sample7	female	X	gene_train_13	train_subject	23	174	197
sample8	female	X	gene_train_13	train_subject	22	175	197
sample9	female	X	gene_train_13	train_subject	27	170	197
sample10	female	X	gene_train_13	train_subject	14	183	197
sample11	female	X	gene_train_13	train_subject	52	145	197
sample12	female	X	gene_train_13	train_subject	68	129	197
sample13	female	X	gene_train_13	train_subject	44	153	197
sample14	female	X	gene_train_13	train_subject	57	140	197
sample15	female	X	gene_train_13	train_subject	47	150	197
sample16	female	X	gene_train_13	train_subject	37	160	197
sample17	female	X	gene_train_13	train_seqerr	2	195	197
sample18	female	X	gene_train_13	train_subject	50	147	197
sample19	female	X	gene_train_13	train_subject	58	139	197
sample20	female	X	gene_train_13	train_subject	57	140	197
sample21	female	X	gene_train_13	train_subject	22	175	197
sample22	female	X	gene_train_13	train_subject	28	169	197
sample23	female	X	gene_train_13	train_subject	19	178	197
sample24	female	X	gene_train_13	train_seqerr	2	195	197
sample25	female	X	gene_train_13	train_subject	25	172	197
sample26	female	X	gene_train_13	train_subject	16	181	197
sample27	female	X	gene_train_13	train_subject	25	172	197
sample28	female	X	gene_train_13	train_subject	25	172	197
sample29	female	X	gene_train_13	train_subject	19	178	197
sample30	female	X	gene_train_13	train_subject	14	183	197
sample31	female	X	gene_train_13	train_subject	51	146	197
sample32	female	X	gene_train_13	train_subject	45	152	197
sample33	female	X	gene_train_13	train_subject	44	153	197
sample34	female	X	gene_train_13	train_subject	55	142	197
sample35	female	X	gene_train_13	train_subject	55	142	197
sample36	female	X	gene_train_13	train_subject	51	146	197
sample37	female	X	gene_train_13	train_subject	55	142	197
sample38	female	X	gene_train_13	train_subject	58	139	197
sample39	female	X	gene_train_13	train_subject	46	151	197
sample40	female	X	gene_train_13	train_subject	41	156	197
sample1	female	X	gene_train_15	train_subject	15	176	191
sample2	female	X	gene_train_15	train_subject	26	165	191
sample3	female	X	gene_train_15	train_subject	27	164	191
sample4	female	X	gene_train_15	train_subject	35	156	191
sample5	female	X	gene_train_15	train_subject	15	176	191
sample6	female	X	gene_train_15	train_subject	32	159	191
sample7	female	X	gene_train_15	train_subject	18	173	191
sample8	female	X	gene_train_15	train_subject	9	182	191
sample9	female	X	gene_train_15	train_subject	26	165	191
sample10	female	X	gene_train_15	train_subject	24	167	191
sample11	female	X	gene_train_15	train_subject	55	136	191
sample12	female	X	gene_train_15	train_subject	63	128	191
sample13	female	X	gene_train_15	train_subject	41	150	191
sample14	female	X	gene_train_15	train_subject	57	134	191
sample15	female	X	gene_train_15	train_subject	59	132	191
sample16	female	X	gene_train_15	train_subject	54	137	191
sample17	female	X	gene_train_15	train_subject	29	162	191
sample18	female	X	gene_train_15	train_subject	56	135	191
sample19	female	X	gene_train_15	train_subject	55	136	191
sample20	female	X	gene_train_15	train_subject	46	145	191
sample21	female	X	gene_train_15	train_subject	22	169	191
sample22	female	X	gene_train_15	train_subject	15	176	191
sample23	female	X	gene_train_15	train_seqerr	2	189	191
sample24	female	X	gene_train_15	train_subject	11	180	191
sample25	female	X	gene_train_15	train_subject	20	171	191
sample26	female	X	gene_train_15	train_subject	11	180	191
sample27	female	X	gene_train_15	train_subject	22	169	191
sample28	female	X	gene_train_15	train_subject	19	172	191
sample29	female	X	gene_train_15	train_subject	29	162	191
sample30	female	X	gene_train_15	train_subject	13	178	191
sample31	female	X	gene_train_15	train_subject	40	151	191
sample32	female	X	gene_train_15	train_subject	50	141	191
sample33	female	X	gene_train_15	train_subject	50	141	191
sample34	female	X	gene_train_15	train_subject	36	155	191
sample35	female	X	gene_train_15	train_subject	52	139	191
sample36	female	X	gene_train_15	train_seqerr	2	189	191
sample37	female	X	gene_train_15	train_subject	43	148	191
